# sigma =  10.0000000, rho = 28.0000000, beta = 2.66666675
# t0 = 0.00000000, tf = 200.000000, step_size = 0.999999978E-2
t,x,y,z
  190.044830, -1.38779297E+01, -1.53613548E+01,  3.26124573E+01
  190.054825, -1.39792614E+01, -1.44824619E+01,  3.38097382E+01
  190.064819, -1.39796247E+01, -1.34532423E+01,  3.48507004E+01
  190.074814, -1.38757429E+01, -1.23055277E+01,  3.57066498E+01
  190.084808, -1.36680012E+01, -1.10769711E+01,  3.63577995E+01
  190.094803, -1.33605194E+01, -9.80808544E+00,  3.67945480E+01
  190.104797, -1.29609146E+01, -8.53906441E+00,  3.70176315E+01
  190.114792, -1.24797907E+01, -7.30682850E+00,  3.70372086E+01
  190.124786, -1.19300175E+01, -6.14268875E+00,  3.68710785E+01
  190.134781, -1.13258972E+01, -5.07086468E+00,  3.65423813E+01
  190.144775, -1.06823082E+01, -4.10791636E+00,  3.60771713E+01
  190.154770, -1.00139236E+01, -3.26298380E+00,  3.55021858E+01
  190.164764, -9.33455753E+00, -2.53863978E+00,  3.48430405E+01
  190.174759, -8.65667343E+00, -1.93210697E+00,  3.41229401E+01
  190.184753, -7.99107218E+00, -1.43661499E+00,  3.33619461E+01
  190.194748, -7.34673119E+00, -1.04271567E+00,  3.25766830E+01
  190.204742, -6.73078394E+00, -7.39441156E-01,  3.17803936E+01
  190.214737, -6.14859962E+00, -5.15244961E-01,  3.09832382E+01
  190.224731, -5.60393333E+00, -3.58711660E-01,  3.01927071E+01
  190.234726, -5.09912014E+00, -2.59051710E-01,  2.94140949E+01
  190.244720, -4.63528728E+00, -2.06413627E-01,  2.86509514E+01
  190.254715, -4.21256876E+00, -1.92051634E-01,  2.79054966E+01
  190.264709, -3.83030939E+00, -2.08386108E-01,  2.71789722E+01
  190.274704, -3.48725128E+00, -2.48989031E-01,  2.64719276E+01
  190.284698, -3.18169832E+00, -3.08521032E-01,  2.57844391E+01
  190.294693, -2.91165709E+00, -3.82639825E-01,  2.51162834E+01
  190.304688, -2.67495608E+00, -4.67894912E-01,  2.44670601E+01
  190.314682, -2.46934128E+00, -5.61618447E-01,  2.38362751E+01
  190.324677, -2.29255366E+00, -6.61819458E-01,  2.32234039E+01
  190.334671, -2.14238954E+00, -7.67085075E-01,  2.26279278E+01
  190.344666, -2.01674533E+00, -8.76491427E-01,  2.20493546E+01
  190.354660, -1.91365051E+00, -9.89524782E-01,  2.14872379E+01
  190.364655, -1.83129108E+00, -1.10601401E+00,  2.09411793E+01
  190.374649, -1.76802397E+00, -1.22607279E+00,  2.04108391E+01
  190.384644, -1.72238541E+00, -1.35005212E+00,  1.98959293E+01
  190.394638, -1.69309461E+00, -1.47850108E+00,  1.93962193E+01
  190.404633, -1.67905331E+00, -1.61213613E+00,  1.89115353E+01
  190.414627, -1.67934322E+00, -1.75181746E+00,  1.84417648E+01
  190.424622, -1.69322181E+00, -1.89853060E+00,  1.79868546E+01
  190.434616, -1.72011650E+00, -2.05337405E+00,  1.75468197E+01
  190.444611, -1.75961888E+00, -2.21755123E+00,  1.71217480E+01
  190.454605, -1.81147897E+00, -2.39236546E+00,  1.67118092E+01
  190.464600, -1.87559927E+00, -2.57921815E+00,  1.63172626E+01
  190.474594, -1.95202971E+00, -2.77960968E+00,  1.59384766E+01
  190.484589, -2.04096317E+00, -2.99514079E+00,  1.55759373E+01
  190.494583, -2.14273119E+00, -3.22751546E+00,  1.52302732E+01
  190.504578, -2.25780129E+00, -3.47854376E+00,  1.49022770E+01
  190.514572, -2.38677359E+00, -3.75014305E+00,  1.45929317E+01
  190.524567, -2.53037930E+00, -4.04433775E+00,  1.43034449E+01
  190.534561, -2.68947721E+00, -4.36325741E+00,  1.40352840E+01
  190.544556, -2.86505222E+00, -4.70912647E+00,  1.37902231E+01
  190.554550, -3.05821133E+00, -5.08425140E+00,  1.35703907E+01
  190.564545, -3.27017903E+00, -5.49099684E+00,  1.33783283E+01
  190.574539, -3.50228953E+00, -5.93174982E+00,  1.32170553E+01
  190.584534, -3.75597739E+00, -6.40886879E+00,  1.30901413E+01
  190.594528, -4.03276110E+00, -6.92461300E+00,  1.30017853E+01
  190.604523, -4.33422232E+00, -7.48104668E+00,  1.29568996E+01
  190.614517, -4.66197443E+00, -8.07991123E+00,  1.29611921E+01
  190.624512, -5.01762295E+00, -8.72245693E+00,  1.30212536E+01
  190.634506, -5.40270853E+00, -9.40923119E+00,  1.31446228E+01
  190.644501, -5.81863499E+00, -1.01398106E+01,  1.33398361E+01
  190.654495, -6.26657534E+00, -1.09124708E+01,  1.36164370E+01
  190.664490, -6.74735117E+00, -1.17237902E+01,  1.39849195E+01
  190.674484, -7.26128340E+00, -1.25681896E+01,  1.44565859E+01
  190.684479, -7.80801010E+00, -1.34374132E+01,  1.50432730E+01
  190.694473, -8.38627148E+00, -1.43199759E+01,  1.57569141E+01
  190.704468, -8.99365997E+00, -1.52006187E+01,  1.66088848E+01
  190.714462, -9.62634659E+00, -1.60598392E+01,  1.76090908E+01
  190.724457, -1.02787952E+01, -1.68735924E+01,  1.87647839E+01
  190.734451, -1.09434872E+01, -1.76132908E+01,  2.00790863E+01
  190.744446, -1.16106901E+01, -1.82462654E+01,  2.15493031E+01
  190.754440, -1.22683239E+01, -1.87368412E+01,  2.31651363E+01
  190.764435, -1.29019728E+01, -1.90481682E+01,  2.49070377E+01
  190.774429, -1.34951134E+01, -1.91448574E+01,  2.67449932E+01
  190.784424, -1.40296011E+01, -1.89963398E+01,  2.86381607E+01
  190.794418, -1.44864674E+01, -1.85806561E+01,  3.05357037E+01
  190.804413, -1.48469973E+01, -1.78881836E+01,  3.23791313E+01
  190.814407, -1.50940418E+01, -1.69246254E+01,  3.41061592E+01
  190.824402, -1.52134247E+01, -1.57125359E+01,  3.56557999E+01
  190.834396, -1.51952753E+01, -1.42908392E+01,  3.69740219E+01
  190.844391, -1.50350809E+01, -1.27121086E+01,  3.80190239E+01
  190.854385, -1.47342768E+01, -1.10379105E+01,  3.87651863E+01
  190.864380, -1.43002663E+01, -9.33294106E+00,  3.92049217E+01
  190.874374, -1.37458591E+01, -7.65898800E+00,  3.93481560E+01
  190.884369, -1.30882092E+01, -6.06974983E+00,  3.92196693E+01
  190.894363, -1.23474312E+01, -4.60725307E+00,  3.88549919E+01
  190.904358, -1.15450983E+01, -3.30019569E+00,  3.82957001E+01
  190.914352, -1.07028151E+01, -2.16409349E+00,  3.75849533E+01
  190.924347, -9.84101295E+00, -1.20280576E+00,  3.67638741E+01
  190.934341, -8.97805595E+00, -4.10878420E-01,  3.58690529E+01
  190.944336, -8.12967873E+00,  2.23830402E-01,  3.49311867E+01
  190.954330, -7.30872011E+00,  7.17652202E-01,  3.39746742E+01
  190.964325, -6.52511215E+00,  1.08898723E+00,  3.30179176E+01
  190.974319, -5.78604650E+00,  1.35666776E+00,  3.20740395E+01
  190.984314, -5.09625721E+00,  1.53880644E+00,  3.11518059E+01
  190.994308, -4.45836353E+00,  1.65206826E+00,  3.02565594E+01
  191.004303, -3.87323475E+00,  1.71127903E+00,  2.93910980E+01
  191.014297, -3.34034014E+00,  1.72927999E+00,  2.85564137E+01
  191.024292, -2.85807395E+00,  1.71694851E+00,  2.77522907E+01
  191.034286, -2.42403913E+00,  1.68332338E+00,  2.69777584E+01
  191.044281, -2.03529000E+00,  1.63578582E+00,  2.62314262E+01
  191.054276, -1.68853223E+00,  1.58026481E+00,  2.55117130E+01
  191.064270, -1.38028407E+00,  1.52144599E+00,  2.48170052E+01
  191.074265, -1.10700297E+00,  1.46297038E+00,  2.41457443E+01
  191.084259, -8.65181565E-01,  1.40761590E+00,  2.34964886E+01
  191.094254, -6.51418209E-01,  1.35745978E+00,  2.28679314E+01
  191.104248, -4.62466478E-01,  1.31401968E+00,  2.22589130E+01
  191.114243, -2.95267493E-01,  1.27837491E+00,  2.16684074E+01
  191.124237, -1.46968603E-01,  1.25126922E+00,  2.10955200E+01
  191.134232, -1.49311423E-02,  1.23319721E+00,  2.05394707E+01
  191.144226,  1.03269853E-01,  1.22447562E+00,  1.99995747E+01
  191.154221,  2.09852070E-01,  1.22530246E+00,  1.94752388E+01
  191.164215,  3.06836903E-01,  1.23580539E+00,  1.89659405E+01
  191.174210,  3.96063447E-01,  1.25608075E+00,  1.84712238E+01
  191.184204,  4.79204416E-01,  1.28622532E+00,  1.79906902E+01
  191.194199,  5.57783604E-01,  1.32636213E+00,  1.75239925E+01
  191.204193,  6.33193314E-01,  1.37666106E+00,  1.70708313E+01
  191.214188,  7.06712425E-01,  1.43735588E+00,  1.66309528E+01
  191.224182,  7.79523969E-01,  1.50875807E+00,  1.62041473E+01
  191.234177,  8.52732062E-01,  1.59126830E+00,  1.57902508E+01
  191.244171,  9.27378595E-01,  1.68538690E+00,  1.53891497E+01
  191.254166,  1.00445914E+00,  1.79172242E+00,  1.50007830E+01
  191.264160,  1.08493769E+00,  1.91100001E+00,  1.46251478E+01
  191.274155,  1.16976166E+00,  2.04406977E+00,  1.42623072E+01
  191.284149,  1.25987542E+00,  2.19191384E+00,  1.39124022E+01
  191.294144,  1.35623360E+00,  2.35565448E+00,  1.35756607E+01
  191.304138,  1.45981383E+00,  2.53656197E+00,  1.32524137E+01
  191.314133,  1.57162881E+00,  2.73606205E+00,  1.29431133E+01
  191.324127,  1.69273853E+00,  2.95574355E+00,  1.26483526E+01
  191.334122,  1.82426143E+00,  3.19736481E+00,  1.23688917E+01
  191.344116,  1.96738505E+00,  3.46285987E+00,  1.21056910E+01
  191.354111,  2.12337685E+00,  3.75434184E+00,  1.18599443E+01
  191.364105,  2.29359317E+00,  4.07410336E+00,  1.16331244E+01
  191.374100,  2.47948837E+00,  4.42461348E+00,  1.14270344E+01
  191.384094,  2.68262124E+00,  4.80850649E+00,  1.12438650E+01
  191.394089,  2.90466070E+00,  5.22856379E+00,  1.10862703E+01
  191.404083,  3.14738750E+00,  5.68768072E+00,  1.09574442E+01
  191.414078,  3.41269255E+00,  6.18881989E+00,  1.08612165E+01
  191.424072,  3.70256996E+00,  6.73493862E+00,  1.08021564E+01
  191.434067,  4.01910162E+00,  7.32888985E+00,  1.07856884E+01
  191.444061,  4.36443424E+00,  7.97328377E+00,  1.08182182E+01
  191.454056,  4.74074078E+00,  8.67030334E+00,  1.09072580E+01
  191.464050,  5.15016651E+00,  9.42145634E+00,  1.10615549E+01
  191.474045,  5.59475327E+00,  1.02272577E+01,  1.12911940E+01
  191.484039,  6.07633781E+00,  1.10868235E+01,  1.16076698E+01
  191.494034,  6.59641361E+00,  1.19973679E+01,  1.20238914E+01
  191.504028,  7.15595579E+00,  1.29535961E+01,  1.25540876E+01
  191.514023,  7.75519896E+00,  1.39469900E+01,  1.32135496E+01
  191.524017,  8.39336300E+00,  1.49650183E+01,  1.40181656E+01
  191.534012,  9.06832886E+00,  1.59903049E+01,  1.49836578E+01
  191.544006,  9.77626514E+00,  1.69998474E+01,  1.61244583E+01
  191.554001,  1.05112228E+01,  1.79644127E+01,  1.74521523E+01
  191.563995,  1.12647247E+01,  1.88483105E+01,  1.89734726E+01
  191.573990,  1.20254030E+01,  1.96097698E+01,  2.06878796E+01
  191.583984,  1.27787371E+01,  2.02022190E+01,  2.25849133E+01
  191.593979,  1.35069962E+01,  2.05766983E+01,  2.46416130E+01
  191.603973,  1.41894779E+01,  2.06855526E+01,  2.68205147E+01
  191.613968,  1.48031321E+01,  2.04873276E+01,  2.90688457E+01
  191.623962,  1.53236389E+01,  1.99524364E+01,  3.13195953E+01
  191.633957,  1.57269392E+01,  1.90687943E+01,  3.34949341E+01
  191.643951,  1.59911127E+01,  1.78462658E+01,  3.55120888E+01
  191.653946,  1.60984077E+01,  1.63187447E+01,  3.72911301E+01
  191.663940,  1.60371265E+01,  1.45429201E+01,  3.87635193E+01
  191.673935,  1.58030405E+01,  1.25935001E+01,  3.98797607E+01
  191.683929,  1.54000664E+01,  1.05555344E+01,  4.06145897E+01
  191.693924,  1.48400450E+01,  8.51526737E+00,  4.09685593E+01
  191.703918,  1.41416636E+01,  6.55134296E+00,  4.09658737E+01
  191.713913,  1.33287106E+01,  4.72795486E+00,  4.06491661E+01
  191.723907,  1.24279795E+01,  3.09092617E+00,  4.00725861E+01
  191.733902,  1.14671450E+01,  1.66686130E+00,  3.92947121E+01
  191.743896,  1.04728956E+01,  4.64831471E-01,  3.83725052E+01
  191.753891,  9.46949768E+00, -5.20322502E-01,  3.73569756E+01
  191.763885,  8.47785950E+00, -1.30402064E+00,  3.62907448E+01
  191.773880,  7.51506233E+00, -1.90807509E+00,  3.52072296E+01
  191.783875,  6.59428787E+00, -2.35739803E+00,  3.41310387E+01
  191.793869,  5.72502851E+00, -2.67749214E+00,  3.30790749E+01
  191.803864,  4.91347694E+00, -2.89272928E+00,  3.20619736E+01
  191.813858,  4.16300869E+00, -3.02531075E+00,  3.10855694E+01
  191.823853,  3.47468877E+00, -3.09475255E+00,  3.01522369E+01
  191.833847,  2.84775996E+00, -3.11774135E+00,  2.92619953E+01
  191.843842,  2.28008342E+00, -3.10822892E+00,  2.84133835E+01
  191.853836,  1.76852143E+00, -3.07766271E+00,  2.76041126E+01
  191.863831,  1.30925715E+00, -3.03528333E+00,  2.68315182E+01
  191.873825,  8.98054004E-01, -2.98844051E+00,  2.60928612E+01
  191.883820,  5.30460477E-01, -2.94289994E+00,  2.53855286E+01
  191.893814,  2.01967508E-01, -2.90312481E+00,  2.47071304E+01
  191.903809, -9.18750763E-02, -2.87252736E+00,  2.40555592E+01
  191.913803, -3.55375022E-01, -2.85368609E+00,  2.34290028E+01
  191.923798, -5.92641354E-01, -2.84853172E+00,  2.28259335E+01
  191.933792, -8.07549715E-01, -2.85850263E+00,  2.22450943E+01
  191.943787, -1.00372422E+00, -2.88467622E+00,  2.16854725E+01
  191.953781, -1.18453300E+00, -2.92787528E+00,  2.11462784E+01
  191.963776, -1.35309243E+00, -2.98875666E+00,  2.06269226E+01
  191.973770, -1.51227927E+00, -3.06788206E+00,  2.01269951E+01
  191.983765, -1.66474724E+00, -3.16577625E+00,  1.96462574E+01
  191.993759, -1.81294727E+00, -3.28297210E+00,  1.91846294E+01
  192.003754, -1.95914924E+00, -3.42004633E+00,  1.87421913E+01
  192.013748, -2.10546517E+00, -3.57764697E+00,  1.83191795E+01
  192.023743, -2.25387168E+00, -3.75651312E+00,  1.79159966E+01
  192.033737, -2.40623283E+00, -3.95748925E+00,  1.75332241E+01
  192.043732, -2.56432056E+00, -4.18153238E+00,  1.71716366E+01
  192.053726, -2.72983503E+00, -4.42971468E+00,  1.68322220E+01
  192.063721, -2.90442228E+00, -4.70321894E+00,  1.65162067E+01
  192.073715, -3.08968925E+00, -5.00332975E+00,  1.62250881E+01
  192.083710, -3.28721642E+00, -5.33141518E+00,  1.59606714E+01
  192.093704, -3.49856758E+00, -5.68890095E+00,  1.57251062E+01
  192.103699, -3.72529483E+00, -6.07723570E+00,  1.55209332E+01
  192.113693, -3.96894002E+00, -6.49784088E+00,  1.53511343E+01
  192.123688, -4.23103046E+00, -6.95204592E+00,  1.52191839E+01
  192.133682, -4.51306725E+00, -7.44100571E+00,  1.51291027E+01
  192.143677, -4.81650686E+00, -7.96559525E+00,  1.50855093E+01
  192.153671, -5.14273310E+00, -8.52627468E+00,  1.50936661E+01
  192.163666, -5.49301577E+00, -9.12292480E+00,  1.51595125E+01
  192.173660, -5.86845875E+00, -9.75464725E+00,  1.52896795E+01
  192.183655, -6.26993036E+00, -1.04195251E+01,  1.54914722E+01
  192.193649, -6.69797516E+00, -1.11143417E+01,  1.57728024E+01
  192.203644, -7.15270662E+00, -1.18342667E+01,  1.61420593E+01
  192.213638, -7.63367891E+00, -1.25725079E+01,  1.66078949E+01
  192.223633, -8.13973618E+00, -1.33199558E+01,  1.71788921E+01
  192.233627, -8.66884136E+00, -1.40648384E+01,  1.78631058E+01
  192.243622, -9.21789265E+00, -1.47924385E+01,  1.86674347E+01
  192.253616, -9.78253460E+00, -1.54849243E+01,  1.95968323E+01
  192.263611, -1.03569784E+01, -1.61213703E+01,  2.06533508E+01
  192.273605, -1.09338531E+01, -1.66780643E+01,  2.18350601E+01
  192.283600, -1.15041170E+01, -1.71291752E+01,  2.31349049E+01
  192.293594, -1.20570631E+01, -1.74478645E+01,  2.45396347E+01
  192.303589, -1.25804510E+01, -1.76078949E+01,  2.60289783E+01
  192.313583, -1.30608006E+01, -1.75856628E+01,  2.75752640E+01
  192.323578, -1.34838724E+01, -1.73625641E+01,  2.91437130E+01
  192.333572, -1.38353329E+01, -1.69274178E+01,  3.06935787E+01
  192.343567, -1.41015787E+01, -1.62786102E+01,  3.21802063E+01
  192.353561, -1.42706642E+01, -1.54255638E+01,  3.35579414E+01
  192.363556, -1.43332291E+01, -1.43891563E+01,  3.47835693E+01
  192.373550, -1.42833233E+01, -1.32008600E+01,  3.58199005E+01
  192.383545, -1.41190062E+01, -1.19005842E+01,  3.66388969E+01
  192.393539, -1.38426266E+01, -1.05334759E+01,  3.72238579E+01
  192.403534, -1.34607382E+01, -9.14614105E+00,  3.75703087E+01
  192.413528, -1.29836521E+01, -7.78287983E+00,  3.76854935E+01
  192.423523, -1.24246941E+01, -6.48247004E+00,  3.75866318E+01
  192.433517, -1.17992659E+01, -5.27591801E+00,  3.72983475E+01
  192.443512, -1.11238375E+01, -4.18533564E+00,  3.68497353E+01
  192.453506, -1.04149790E+01, -3.22389722E+00,  3.62715263E+01
  192.463501, -9.68852901E+00, -2.39664936E+00,  3.55936966E+01
  192.473495, -8.95894814E+00, -1.70188236E+00,  3.48437119E+01
  192.483490, -8.23888493E+00, -1.13275003E+00,  3.40454559E+01
  192.493484, -7.53893566E+00, -6.78891778E-01,  3.32187462E+01
  192.503479, -6.86758232E+00, -3.27887446E-01,  3.23793335E+01
  192.513474, -6.23125744E+00, -6.64494932E-02,  3.15392170E+01
  192.523468, -5.63450623E+00,  1.18671790E-01,  3.07071457E+01
  192.533463, -5.08020401E+00,  2.40057290E-01,  2.98891850E+01
  192.543457, -4.56980133E+00,  3.09220076E-01,  2.90892887E+01
  192.553452, -4.10357475E+00,  3.36391985E-01,  2.83098049E+01
  192.563446, -3.68086529E+00,  3.30445290E-01,  2.75519142E+01
  192.573441, -3.30029821E+00,  2.98909545E-01,  2.68159885E+01
  192.583435, -2.95997548E+00,  2.48048589E-01,  2.61018581E+01
  192.593430, -2.65764189E+00,  1.82972327E-01,  2.54090195E+01
  192.603424, -2.39082170E+00,  1.07765041E-01,  2.47367802E+01
  192.613419, -2.15693164E+00,  2.56172791E-02,  2.40843658E+01
  192.623413, -1.95336962E+00, -6.10464141E-02,  2.34509811E+01
  192.633408, -1.77758360E+00, -1.50448978E-01,  2.28358536E+01
  192.643402, -1.62712324E+00, -2.41354167E-01,  2.22382584E+01
  192.653397, -1.49967659E+00, -3.32972646E-01,  2.16575279E+01
  192.663391, -1.39309549E+00, -4.24881011E-01,  2.10930576E+01
  192.673386, -1.30541158E+00, -5.16953111E-01,  2.05443020E+01
  192.683380, -1.23484397E+00, -6.09302759E-01,  2.00107727E+01
  192.693375, -1.17980230E+00, -7.02236950E-01,  1.94920368E+01
  192.703369, -1.13888478E+00, -7.96218157E-01,  1.89877090E+01
  192.713364, -1.11087358E+00, -8.91834736E-01,  1.84974499E+01
  192.723358, -1.09472811E+00, -9.89778221E-01,  1.80209599E+01
  192.733353, -1.08957696E+00, -1.09082711E+00,  1.75579796E+01
  192.743347, -1.09470963E+00, -1.19583511E+00,  1.71082916E+01
  192.753342, -1.10956776E+00, -1.30572462E+00,  1.66717167E+01
  192.763336, -1.13373709E+00, -1.42148280E+00,  1.62481194E+01
  192.773331, -1.16693997E+00, -1.54416192E+00,  1.58374052E+01
  192.783325, -1.20902848E+00, -1.67488146E+00,  1.54395332E+01
  192.793320, -1.25997865E+00, -1.81483269E+00,  1.50545168E+01
  192.803314, -1.31988573E+00, -1.96528506E+00,  1.46824322E+01
  192.813309, -1.38896096E+00, -2.12759352E+00,  1.43234291E+01
  192.823303, -1.46752870E+00, -2.30320811E+00,  1.39777422E+01
  192.833298, -1.55602539E+00, -2.49368238E+00,  1.36457052E+01
  192.843292, -1.65499914E+00, -2.70068431E+00,  1.33277683E+01
  192.853287, -1.76511025E+00, -2.92600560E+00,  1.30245199E+01
  192.863281, -1.88713336E+00, -3.17157149E+00,  1.27367115E+01
  192.873276, -2.02195907E+00, -3.43944883E+00,  1.24652853E+01
  192.883270, -2.17059708E+00, -3.73185182E+00,  1.22114134E+01
  192.893265, -2.33417892E+00, -4.05114603E+00,  1.19765348E+01
  192.903259, -2.51396084E+00, -4.39984703E+00,  1.17624102E+01
  192.913254, -2.71132588E+00, -4.78061152E+00,  1.15711765E+01
  192.923248, -2.92778492E+00, -5.19622183E+00,  1.14054146E+01
  192.933243, -3.16497493E+00, -5.64955711E+00,  1.12682295E+01
  192.943237, -3.42465448E+00, -6.14354753E+00,  1.11633358E+01
  192.953232, -3.70869374E+00, -6.68110847E+00,  1.10951605E+01
  192.963226, -4.01905870E+00, -7.26504564E+00,  1.10689535E+01
  192.973221, -4.35778666E+00, -7.89792538E+00,  1.10909042E+01
  192.983215, -4.72694731E+00, -8.58189774E+00,  1.11682634E+01
  192.993210, -5.12859106E+00, -9.31846428E+00,  1.13094645E+01
  193.003204, -5.56467485E+00, -1.01081762E+01,  1.15242214E+01
  193.013199, -6.03696442E+00, -1.09502487E+01,  1.18235979E+01
  193.023193, -6.54690313E+00, -1.18420877E+01,  1.22200146E+01
  193.033188, -7.09544373E+00, -1.27787132E+01,  1.27271585E+01
  193.043182, -7.68283796E+00, -1.37520876E+01,  1.33597498E+01
  193.053177, -8.30837631E+00, -1.47503653E+01,  1.41331062E+01
  193.063171, -8.97008038E+00, -1.57571001E+01,  1.50624371E+01
  193.073166, -9.66434765E+00, -1.67504978E+01,  1.61617928E+01
  193.083160, -1.03855639E+01, -1.77028275E+01,  1.74426155E+01
  193.093155, -1.11257143E+01, -1.85801659E+01,  1.89118614E+01
  193.103149, -1.18740244E+01, -1.93427067E+01,  2.05697327E+01
  193.113144, -1.26167049E+01, -1.99458790E+01,  2.24071655E+01
  193.123138, -1.33368721E+01, -2.03425350E+01,  2.44033508E+01
  193.133133, -1.40147429E+01, -2.04863300E+01,  2.65237522E+01
  193.143127, -1.46281862E+01, -2.03362598E+01,  2.87191753E+01
  193.153122, -1.51537066E+01, -1.98619995E+01,  3.09265461E+01
  193.163116, -1.55678530E+01, -1.90493011E+01,  3.30718613E+01
  193.173111, -1.58489799E+01, -1.79044571E+01,  3.50754738E+01
  193.183105, -1.59791842E+01, -1.64566479E+01,  3.68592873E+01
  193.193100, -1.59461441E+01, -1.47572784E+01,  3.83548622E+01
  193.203094, -1.57445612E+01, -1.28759441E+01,  3.95109291E+01
  193.213089, -1.53769293E+01, -1.08935156E+01,  4.02987747E+01
  193.223083, -1.48534708E+01, -8.89357758E+00,  4.07144012E+01
  193.233078, -1.41912374E+01, -6.95388508E+00,  4.07770653E+01
  193.243073, -1.34125395E+01, -5.13942814E+00,  4.05247726E+01
  193.253067, -1.25429764E+01, -3.49813128E+00,  4.00079308E+01
  193.263062, -1.16093912E+01, -2.05948567E+00,  3.92825470E+01
  193.273056, -1.06380148E+01, -8.35708022E-01,  3.84042091E+01
  193.283051, -9.65299606E+00,  1.75379157E-01,  3.74235954E+01
  193.293045, -8.67540264E+00,  9.86651123E-01,  3.63837662E+01
  193.303040, -7.72267771E+00,  1.61793745E+00,  3.53190727E+01
  193.313034, -6.80849075E+00,  2.09274030E+00,  3.42552872E+01
  193.323029, -5.94288349E+00,  2.43566155E+00,  3.32105255E+01
  193.333023, -5.13260984E+00,  2.67058516E+00,  3.21965523E+01
  193.343018, -4.38158369E+00,  2.81953073E+00,  3.12201920E+01
  193.353012, -3.69136238E+00,  2.90204453E+00,  3.02846241E+01
  193.363007, -3.06162333E+00,  2.93497682E+00,  2.93905106E+01
  193.373001, -2.49060154E+00,  2.93251681E+00,  2.85368767E+01
  193.382996, -1.97547269E+00,  2.90638089E+00,  2.77217846E+01
  193.392990, -1.51267743E+00,  2.86608100E+00,  2.69428158E+01
  193.402985, -1.09818673E+00,  2.81922317E+00,  2.61974010E+01
  193.412979, -7.27713585E-01,  2.77180290E+00,  2.54830265E+01
  193.422974, -3.96877527E-01,  2.72848272E+00,  2.47973614E+01
  193.432968, -1.01327151E-01,  2.69284177E+00,  2.41383190E+01
  193.442963,  1.63170129E-01,  2.66759324E+00,  2.35040817E+01
  193.452957,  4.00666714E-01,  2.65477180E+00,  2.28931026E+01
  193.462952,  6.14995480E-01,  2.65589261E+00,  2.23040886E+01
  193.472946,  8.09747994E-01,  2.67208433E+00,  2.17359810E+01
  193.482941,  9.88266468E-01,  2.70419884E+00,  2.11879311E+01
  193.492935,  1.15364575E+00,  2.75290298E+00,  2.06592789E+01
  193.502930,  1.30874324E+00,  2.81875134E+00,  2.01495380E+01
  193.512924,  1.45619369E+00,  2.90224767E+00,  1.96583786E+01
  193.522919,  1.59842825E+00,  3.00389242E+00,  1.91856174E+01
  193.532913,  1.73769557E+00,  3.12422085E+00,  1.87312183E+01
  193.542908,  1.87608385E+00,  3.26383328E+00,  1.82952843E+01
  193.552902,  2.01554370E+00,  3.42341852E+00,  1.78780651E+01
  193.562897,  2.15791035E+00,  3.60377002E+00,  1.74799671E+01
  193.572891,  2.30492544E+00,  3.80579782E+00,  1.71015644E+01
  193.582886,  2.45825744E+00,  4.03053522E+00,  1.67436161E+01
  193.592880,  2.61952043E+00,  4.27914000E+00,  1.64070911E+01
  193.602875,  2.79029083E+00,  4.55289221E+00,  1.60931911E+01
  193.612869,  2.97212267E+00,  4.85318422E+00,  1.58033867E+01
  193.622864,  3.16655970E+00,  5.18150473E+00,  1.55394506E+01
  193.632858,  3.37514400E+00,  5.53941536E+00,  1.53035030E+01
  193.642853,  3.59942198E+00,  5.92851782E+00,  1.50980577E+01
  193.652847,  3.84094620E+00,  6.35040617E+00,  1.49260750E+01
  193.662842,  4.10127068E+00,  6.80660629E+00,  1.47910175E+01
  193.672836,  4.38194132E+00,  7.29849672E+00,  1.46969109E+01
  193.682831,  4.68447685E+00,  7.82720280E+00,  1.46484003E+01
  193.692825,  5.01034307E+00,  8.39346695E+00,  1.46508064E+01
  193.702820,  5.36091280E+00,  8.99748516E+00,  1.47101707E+01
  193.712814,  5.73741436E+00,  9.63870335E+00,  1.48332825E+01
  193.722809,  6.14086199E+00,  1.03155737E+01,  1.50276747E+01
  193.732803,  6.57196903E+00,  1.10252657E+01,  1.53015785E+01
  193.742798,  7.03103924E+00,  1.17633362E+01,  1.56638117E+01
  193.752792,  7.51783466E+00,  1.25233574E+01,  1.61235809E+01
  193.762787,  8.03141975E+00,  1.32965269E+01,  1.66901760E+01
  193.772781,  8.56998158E+00,  1.40712786E+01,  1.73725071E+01
  193.782776,  9.13063526E+00,  1.48329411E+01,  1.81784935E+01
  193.792770,  9.70921516E+00,  1.55635004E+01,  1.91142502E+01
  193.802765,  1.03000736E+01,  1.62415466E+01,  2.01830883E+01
  193.812759,  1.08959045E+01,  1.68425026E+01,  2.13843632E+01
  193.822754,  1.14876213E+01,  1.73392277E+01,  2.27122231E+01
  193.832748,  1.20643301E+01,  1.77031116E+01,  2.41543884E+01
  193.842743,  1.26134291E+01,  1.79056911E+01,  2.56911469E+01
  193.852737,  1.31208811E+01,  1.79207897E+01,  2.72947865E+01
  193.862732,  1.35716877E+01,  1.77270603E+01,  2.89297199E+01
  193.872726,  1.39505653E+01,  1.73106728E+01,  3.05535240E+01
  193.882721,  1.42428169E+01,  1.66677895E+01,  3.21189957E+01
  193.892715,  1.44353237E+01,  1.58063631E+01,  3.35772018E+01
